0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0.38,0.148,0.795,1.32,1.551,1.723,2.028,2.522,3.186,3.983,4.88,5.739,6.442,6.985,7.398,7.733,8.051,8.403,8.82,9.375,10.004,10.613,11.271,11.982,12.72,13.543,14.384,15.26,16.165,17.145,18.051,18.897,19.645,20.301,20.887,21.425,21.941,22.51,23.125,23.687,24.236,24.721,25.289,25.925,26.48,27.13,27.769,28.551,29.338,30.134,30.902,31.631,32.299,32.936,33.52,34.094,34.685,35.27,36.04,36.989,37.83,38.697,39.589,40.489,41.272,42.346,43.299,44.131,45.246,46.237,47.239,48.117,48.924,49.683,50.408,51.114,51.807,52.496,53.141,53.846,54.595,55.362,56.116,56.859,57.573,58.253,58.898,59.52,60.151,60.792,61.416,62.066,62.742,63.443,64.193,64.947,65.705,66.503,67.325
0.4,0.13,0.738,1.27,1.52,1.681,1.948,2.393,3.006,3.759,4.617,5.471,6.194,6.766,7.202,7.547,7.856,8.181,8.558,9.061,9.65,10.226,10.852,11.53,12.227,13.031,13.845,14.695,15.576,16.514,17.421,18.278,19.047,19.725,20.328,20.874,21.388,21.934,22.522,23.071,23.606,24.077,24.62,25.229,25.749,26.363,26.961,27.707,28.468,29.247,30.011,30.745,31.424,32.075,32.671,33.241,33.818,34.397,35.139,36.042,36.854,37.694,38.559,39.433,40.207,41.241,42.171,42.996,44.075,45.046,46.029,46.906,47.717,48.479,49.205,49.91,50.596,51.274,51.897,52.581,53.318,54.072,54.82,55.563,56.283,56.974,57.631,58.256,58.879,59.517,60.143,60.758,61.409,62.083,62.789,63.513,64.254,65.02,65.81
0.42,0.115,0.686,1.221,1.489,1.644,1.88,2.278,2.844,3.551,4.37,5.214,5.951,6.548,7.008,7.367,7.673,7.979,8.322,8.778,9.324,9.866,10.459,11.105,11.762,12.543,13.328,14.151,15.008,15.904,16.809,17.673,18.459,19.159,19.78,20.338,20.855,21.386,21.95,22.485,23.008,23.468,23.989,24.571,25.062,25.642,26.202,26.911,27.644,28.401,29.154,29.888,30.575,31.238,31.847,32.419,32.986,33.562,34.277,35.137,35.922,36.735,37.573,38.421,39.184,40.179,41.086,41.903,42.945,43.896,44.859,45.731,46.543,47.308,48.036,48.739,49.422,50.091,50.697,51.363,52.088,52.826,53.567,54.306,55.029,55.728,56.397,57.026,57.646,58.282,58.91,59.495,60.125,60.775,61.442,62.137,62.859,63.595,64.354
0.44,0.101,0.636,1.173,1.458,1.611,1.821,2.178,2.697,3.36,4.139,4.967,5.712,6.33,6.815,7.19,7.501,7.794,8.11,8.522,9.025,9.534,10.093,10.705,11.326,12.08,12.835,13.63,14.461,15.318,16.216,17.083,17.882,18.602,19.242,19.816,20.339,20.86,21.404,21.928,22.439,22.892,23.394,23.949,24.415,24.964,25.491,26.163,26.865,27.596,28.334,29.063,29.753,30.427,31.047,31.624,32.187,32.76,33.451,34.269,35.029,35.815,36.627,37.451,38.203,39.16,40.042,40.849,41.857,42.786,43.728,44.593,45.405,46.171,46.9,47.603,48.283,48.946,49.54,50.191,50.902,51.625,52.356,53.089,53.811,54.515,55.194,55.829,56.448,57.084,57.713,58.274,58.886,59.514,60.147,60.816,61.519,62.226,62.954
0.45,0.095,0.613,1.149,1.443,1.596,1.794,2.132,2.629,3.27,4.029,4.848,5.595,6.222,6.719,7.103,7.417,7.706,8.011,8.403,8.885,9.377,9.92,10.515,11.118,11.858,12.598,13.379,14.196,15.034,15.926,16.794,17.598,18.326,18.977,19.558,20.087,20.605,21.141,21.66,22.166,22.615,23.109,23.651,24.106,24.64,25.153,25.805,26.492,27.209,27.938,28.663,29.352,30.03,30.656,31.236,31.798,32.37,33.051,33.849,34.596,35.37,36.169,36.98,37.726,38.665,39.536,40.337,41.327,42.246,43.178,44.038,44.849,45.615,46.344,47.048,47.726,48.387,48.977,49.622,50.326,51.041,51.766,52.495,53.215,53.921,54.604,55.242,55.862,56.497,57.127,57.679,58.283,58.901,59.518,60.175,60.869,61.562,62.276
0.46,0.09,0.591,1.125,1.427,1.581,1.77,2.089,2.564,3.183,3.923,4.731,5.48,6.115,6.622,7.017,7.335,7.621,7.917,8.29,8.752,9.227,9.753,10.332,10.917,11.642,12.367,13.133,13.937,14.757,15.642,16.508,17.317,18.054,18.713,19.304,19.838,20.354,20.883,21.398,21.899,22.346,22.832,23.361,23.807,24.327,24.825,25.459,26.129,26.832,27.551,28.27,28.959,29.64,30.271,30.854,31.415,31.988,32.658,33.437,34.171,34.933,35.72,36.519,37.259,38.18,39.039,39.834,40.808,41.715,42.637,43.492,44.301,45.068,45.797,46.501,47.179,47.837,48.424,49.063,49.761,50.467,51.187,51.91,52.629,53.335,54.021,54.663,55.284,55.919,56.55,57.093,57.689,58.298,58.901,59.546,60.231,60.91,61.61
0.48,0.079,0.548,1.078,1.395,1.553,1.725,2.011,2.445,3.022,3.722,4.506,5.253,5.902,6.431,6.845,7.174,7.459,7.739,8.08,8.502,8.946,9.438,9.984,10.536,11.228,11.922,12.659,13.435,14.219,15.09,15.95,16.765,17.516,18.193,18.801,19.349,19.866,20.383,20.89,21.384,21.829,22.3,22.806,23.235,23.729,24.201,24.8,25.436,26.108,26.805,27.511,28.194,28.877,29.517,30.107,30.67,31.243,31.893,32.635,33.347,34.085,34.848,35.623,36.352,37.237,38.073,38.856,39.797,40.682,41.583,42.427,43.232,43.998,44.728,45.432,46.109,46.765,47.347,47.976,48.661,49.352,50.058,50.771,51.483,52.189,52.879,53.527,54.151,54.787,55.419,55.948,56.531,57.124,57.702,58.325,58.992,59.646,60.319
0.5,0.071,0.509,1.033,1.362,1.526,1.685,1.942,2.338,2.874,3.535,4.293,5.034,5.692,6.24,6.674,7.017,7.305,7.575,7.889,8.275,8.687,9.148,9.66,10.18,10.84,11.502,12.209,12.956,13.707,14.559,15.41,16.227,16.989,17.682,18.307,18.87,19.391,19.902,20.404,20.892,21.336,21.796,22.28,22.696,23.167,23.617,24.181,24.784,25.425,26.096,26.784,27.458,28.141,28.785,29.382,29.948,30.523,31.154,31.862,32.553,33.269,34.008,34.761,35.479,36.329,37.143,37.914,38.822,39.686,40.565,41.398,42.197,42.962,43.691,44.396,45.072,45.726,46.308,46.929,47.601,48.276,48.969,49.669,50.373,51.075,51.767,52.42,53.048,53.684,54.317,54.836,55.41,55.989,56.544,57.148,57.798,58.43,59.078
0.55,0.053,0.423,0.924,1.279,1.463,1.603,1.802,2.115,2.559,3.126,3.811,4.52,5.186,5.769,6.25,6.633,6.941,7.207,7.474,7.788,8.132,8.518,8.952,9.4,9.973,10.557,11.188,11.862,12.533,13.328,14.142,14.947,15.721,16.444,17.107,17.709,18.252,18.764,19.263,19.745,20.195,20.638,21.08,21.476,21.9,22.307,22.795,23.32,23.881,24.482,25.113,25.748,26.412,27.054,27.661,28.238,28.817,29.409,30.04,30.683,31.349,32.036,32.737,33.428,34.199,34.958,35.699,36.531,37.342,38.169,38.97,39.752,40.508,41.236,41.94,42.617,43.269,43.86,44.469,45.113,45.753,46.411,47.077,47.752,48.435,49.119,49.777,50.413,51.05,51.684,52.191,52.748,53.303,53.819,54.385,54.998,55.581,56.176
0.6,0.04,0.353,0.823,1.195,1.402,1.537,1.697,1.946,2.309,2.517,3.398,4.059,4.713,5.312,5.829,6.254,6.595,6.875,7.125,7.392,7.682,8.007,8.373,8.756,9.245,9.753,10.309,10.909,11.507,12.235,12.996,13.77,14.535,15.269,15.958,16.594,17.167,17.696,18.204,18.693,19.156,19.595,20.012,20.403,20.798,21.177,21.607,22.063,22.552,23.081,23.646,24.226,24.851,25.47,26.072,26.652,27.231,27.791,28.358,28.96,29.581,30.222,30.877,31.543,32.243,32.953,33.664,34.425,35.187,35.964,36.733,37.494,38.238,38.96,39.662,40.34,40.994,41.601,42.207,42.829,43.442,44.069,44.7,45.343,45.997,46.659,47.31,47.948,48.58,49.211,49.719,50.268,50.808,51.302,51.842,52.427,52.974,53.528
0.65,0.031,0.295,0.732,1.112,1.339,1.479,1.616,1.816,2.112,2.517,3.048,3.652,4.277,4.878,5.418,5.877,6.254,6.56,6.814,7.057,7.312,7.588,7.898,8.227,8.639,9.077,9.561,10.09,10.621,11.276,11.974,12.702,13.44,14.166,14.865,15.524,16.125,16.678,17.203,17.706,18.187,18.635,19.042,19.438,19.82,20.186,20.575,20.978,21.405,21.868,22.366,22.885,23.459,24.038,24.619,25.189,25.759,26.289,26.803,27.367,27.948,28.547,29.161,29.802,30.438,31.103,31.786,32.483,33.198,33.929,34.666,35.404,36.132,36.846,37.544,38.222,38.878,39.502,40.11,40.718,41.313,41.914,42.517,43.127,43.75,44.384,45.017,45.646,46.268,46.889,47.405,47.95,48.483,48.967,49.49,50.052,50.574,51.098
0.7,0.024,0.248,0.65,1.03,1.276,1.426,1.551,1.714,1.956,2.296,2.754,3.297,3.883,4.47,5.02,5.505,5.915,6.252,6.523,6.762,6.996,7.24,7.506,7.791,8.137,8.512,8.93,9.392,9.861,10.442,11.073,11.745,12.442,13.145,13.837,14.504,15.126,15.702,16.246,16.767,17.268,17.732,18.142,18.551,18.932,19.296,19.661,20.027,20.408,20.815,21.253,21.711,22.228,22.758,23.303,23.851,24.401,24.901,25.37,25.899,26.442,27.002,27.576,28.192,28.772,29.394,30.049,30.688,31.359,32.045,32.752,33.465,34.175,34.878,35.569,36.244,36.901,37.539,38.153,38.753,39.337,39.921,40.501,41.085,41.678,42.281,42.891,43.504,44.11,44.716,45.241,45.784,46.312,46.794,47.307,47.85,48.354,48.858
0.8,0.015,0.177,0.512,0.876,1.147,1.322,1.445,1.568,1.735,1.971,2.305,2.729,3.221,3.75,4.284,4.79,5.245,5.639,5.961,6.228,6.46,6.676,6.892,7.118,7.368,7.645,7.955,8.301,8.663,9.108,9.604,10.151,10.741,11.362,12.001,12.645,13.272,13.872,14.443,14.996,15.533,16.036,16.477,16.922,17.326,17.711,18.069,18.405,18.736,19.073,19.424,19.783,20.193,20.618,21.072,21.547,22.031,22.469,22.867,23.325,23.796,24.281,24.781,25.335,25.822,26.366,26.958,27.497,28.086,28.69,29.334,29.992,30.658,31.327,31.993,32.654,33.305,33.958,34.581,35.176,35.755,36.322,36.879,37.43,37.98,38.533,39.095,39.664,40.229,40.795,41.333,41.869,42.39,42.879,43.38,43.894,44.38,44.859
0.9,0.01,0.129,0.404,0.74,1.02,1.219,1.353,1.463,1.588,1.757,1.997,2.317,2.712,3.164,3.649,4.138,4.607,5.036,5.406,5.717,5.975,6.2,6.406,6.606,6.808,7.023,7.259,7.519,7.799,8.132,8.51,8.937,9.411,9.928,10.48,11.057,11.645,12.23,12.798,13.361,13.915,14.448,14.925,15.405,15.845,16.266,16.651,17,17.329,17.646,17.958,18.262,18.599,18.943,19.31,19.701,20.106,20.481,20.824,21.214,21.616,22.03,22.459,22.94,23.353,23.821,24.343,24.8,25.311,25.837,26.413,27.008,27.618,28.238,28.865,29.495,30.125,30.766,31.387,31.98,32.561,33.127,33.68,34.22,34.751,35.277,35.804,36.335,36.863,37.391,37.93,38.454,38.966,39.465,39.958,40.449,40.926,41.395
1,0.007,0.095,0.32,0.622,0.9,1.114,1.265,1.377,1.482,1.609,1.784,2.022,2.33,2.702,3.122,3.57,4.023,4.46,4.859,5.209,5.501,5.752,5.972,6.172,6.359,6.545,6.738,6.944,7.166,7.417,7.702,8.028,8.396,8.809,9.262,9.752,10.27,10.806,11.339,11.883,12.427,12.968,13.466,13.968,14.44,14.893,15.316,15.698,16.053,16.384,16.696,16.986,17.293,17.591,17.9,18.224,18.561,18.881,19.182,19.513,19.853,20.202,20.565,20.97,21.323,21.721,22.167,22.556,22.995,23.447,23.95,24.473,25.016,25.576,26.148,26.732,27.323,27.93,28.53,29.112,29.687,30.252,30.805,31.344,31.872,32.389,32.9,33.408,33.912,34.413,34.946,35.458,35.961,36.465,36.952,37.426,37.898,38.361
1.1,0.005,0.072,0.255,0.522,0.79,1.012,1.172,1.298,1.398,1.502,1.634,1.812,2.049,2.346,2.698,3.092,3.509,3.931,4.337,4.71,5.03,5.31,5.553,5.768,5.962,6.143,6.318,6.495,6.681,6.879,7.099,7.348,7.631,7.952,8.312,8.711,9.147,9.612,10.088,10.588,11.098,11.621,12.116,12.62,13.107,13.58,14.035,14.451,14.84,15.201,15.537,15.841,16.15,16.438,16.722,17.008,17.3,17.583,17.854,18.139,18.43,18.728,19.035,19.372,19.675,20.011,20.385,20.718,21.089,21.474,21.902,22.352,22.823,23.313,23.821,24.345,24.882,25.437,25.998,26.554,27.109,27.662,28.208,28.744,29.271,29.787,30.292,30.79,31.283,31.77,32.292,32.794,33.289,33.793,34.276,34.74,35.209,35.671
1.2,0.003,0.055,0.205,0.439,0.69,0.914,1.09,1.221,1.324,1.418,1.524,1.66,1.841,2.076,2.364,2.699,3.07,3.462,3.855,4.233,4.57,4.872,5.139,5.372,5.586,5.775,5.95,6.118,6.285,6.453,6.633,6.83,7.05,7.299,7.58,7.898,8.252,8.64,9.046,9.486,9.945,10.43,10.9,11.385,11.866,12.342,12.813,13.253,13.67,14.062,14.429,14.759,15.09,15.39,15.676,15.953,16.227,16.491,16.745,17.003,17.262,17.523,17.789,18.072,18.338,18.623,18.934,19.221,19.535,19.86,20.219,20.598,20.998,21.418,21.856,22.314,22.789,23.281,23.789,24.303,24.824,25.35,25.875,26.397,26.915,27.426,27.926,28.418,28.906,29.387,29.897,30.391,30.879,31.379,31.858,32.318,32.786,33.247
1.3,0.003,0.042,0.165,0.369,0.602,0.822,1.004,1.145,1.254,1.346,1.438,1.546,1.687,1.872,2.104,2.384,2.704,3.056,3.423,3.791,4.131,4.445,4.73,4.982,5.215,5.42,5.601,5.776,5.939,6.096,6.254,6.419,6.597,6.795,7.016,7.266,7.548,7.863,8.2,8.574,8.972,9.404,9.833,10.282,10.74,11.2,11.669,12.116,12.548,12.962,13.355,13.712,14.072,14.396,14.7,14.988,15.265,15.526,15.776,16.024,16.266,16.507,16.747,16.995,17.234,17.483,17.746,17.998,18.266,18.542,18.842,19.159,19.494,19.847,20.219,20.61,21.019,21.445,21.892,22.354,22.827,23.313,23.804,24.298,24.794,25.291,25.779,26.263,26.744,27.219,27.714,28.199,28.68,29.172,29.648,30.106,30.572,31.033
1.4,0.002,0.033,0.134,0.311,0.524,0.736,0.921,1.07,1.186,1.28,1.367,1.459,1.571,1.717,1.903,2.133,2.405,2.713,3.045,3.391,3.722,4.038,4.333,4.597,4.849,5.07,5.27,5.451,5.617,5.775,5.926,6.076,6.231,6.395,6.574,6.773,6.996,7.249,7.523,7.833,8.169,8.542,8.919,9.323,9.743,10.173,10.623,11.06,11.492,11.913,12.321,12.698,13.082,13.432,13.759,14.067,14.362,14.633,14.888,15.138,15.378,15.613,15.841,16.072,16.296,16.522,16.753,16.98,17.215,17.454,17.709,17.975,18.256,18.552,18.864,19.194,19.541,19.902,20.287,20.692,21.11,21.546,21.992,22.446,22.909,23.379,23.845,24.312,24.779,25.244,25.72,26.192,26.662,27.142,27.611,28.068,28.53,28.989
1.5,0.001,0.026,0.11,0.263,0.457,0.659,0.843,0.997,1.12,1.218,1.304,1.387,1.481,1.598,1.747,1.935,2.162,2.427,2.722,3.039,3.352,3.66,3.956,4.226,4.49,4.725,4.939,5.133,5.308,5.473,5.627,5.774,5.917,6.063,6.216,6.38,6.562,6.764,6.985,7.238,7.516,7.831,8.154,8.506,8.88,9.27,9.687,10.101,10.518,10.933,11.341,11.726,12.125,12.494,12.845,13.175,13.489,13.776,14.042,14.303,14.551,14.79,15.02,15.247,15.465,15.68,15.895,16.107,16.321,16.536,16.759,16.988,17.228,17.478,17.742,18.019,18.312,18.616,18.943,19.29,19.652,20.034,20.429,20.836,21.256,21.689,22.123,22.564,23.008,23.454,23.905,24.36,24.813,25.275,25.733,26.184,26.639,27.093
1.6,0,0.021,0.091,0.223,0.398,0.588,0.769,0.926,1.055,1.158,1.247,1.326,1.408,1.505,1.626,1.779,1.967,2.192,2.45,2.733,3.023,3.316,3.604,3.874,4.144,4.388,4.611,4.819,5.005,5.18,5.342,5.493,5.636,5.775,5.913,6.056,6.21,6.376,6.554,6.76,6.969,7.251,7.521,7.823,8.148,8.492,8.869,9.249,9.639,10.034,10.431,10.811,11.214,11.592,11.956,12.305,12.636,12.939,13.218,13.493,13.755,14.005,14.245,14.477,14.697,14.913,15.123,15.329,15.533,15.735,15.939,16.145,16.356,16.575,16.801,17.038,17.287,17.545,17.821,18.116,18.424,18.754,19.097,19.453,19.826,20.215,20.608,21.014,21.427,21.846,22.266,22.699,23.128,23.566,24.006,24.446,24.889,25.332
1.7,0,0.017,0.075,0.19,0.347,0.525,0.7,0.857,0.99,1.099,1.191,1.27,1.346,1.43,1.53,1.655,1.811,2,2.221,2.47,2.733,3.006,3.281,3.545,3.814,4.062,4.295,4.511,4.705,4.892,5.065,5.224,5.372,5.511,5.645,5.778,5.913,6.055,6.205,6.375,6.564,6.78,7.004,7.258,7.535,7.833,8.165,8.505,8.86,9.227,9.602,9.966,10.36,10.736,11.104,11.461,11.807,12.123,12.414,12.704,12.98,13.243,13.494,13.741,13.968,14.19,14.406,14.612,14.815,15.013,15.208,15.403,15.598,15.796,15.998,16.206,16.422,16.644,16.88,17.131,17.394,17.674,17.969,18.277,18.602,18.944,19.295,19.66,20.036,20.421,20.807,21.207,21.609,22.019,22.435,22.857,23.281,23.708
1.8,0,0.014,0.063,0.163,0.304,0.468,0.636,0.792,0.928,1.041,1.137,1.219,1.292,1.367,1.453,1.557,1.686,1.844,2.033,2.25,2.485,2.734,2.992,3.244,3.506,3.753,3.989,4.211,4.413,4.61,4.792,4.961,5.117,5.262,5.398,5.528,5.656,5.785,5.914,6.059,6.216,6.397,6.582,6.794,7.028,7.282,7.569,7.867,8.184,8.516,8.861,9.201,9.576,9.94,10.303,10.661,11.009,11.333,11.631,11.932,12.22,12.497,12.763,13.022,13.259,13.491,13.718,13.929,14.137,14.338,14.534,14.727,14.916,15.104,15.293,15.483,15.678,15.875,16.081,16.298,16.524,16.764,17.017,17.281,17.562,17.859,18.165,18.488,18.823,19.17,19.518,19.886,20.253,20.63,21.018,21.415,21.815,22.221
1.9,0,0.011,0.053,0.139,0.266,0.418,0.578,0.731,0.868,0.984,1.084,1.169,1.243,1.313,1.389,1.477,1.585,1.717,1.876,2.063,2.271,2.496,2.733,2.971,3.221,3.463,3.697,3.922,4.128,4.332,4.523,4.702,4.867,5.02,5.162,5.295,5.42,5.544,5.662,5.79,5.927,6.08,6.234,6.412,6.608,6.824,7.069,7.326,7.603,7.897,8.208,8.518,8.868,9.212,9.558,9.907,10.253,10.576,10.878,11.185,11.481,11.767,12.044,12.317,12.564,12.808,13.047,13.267,13.483,13.691,13.894,14.091,14.282,14.469,14.653,14.835,15.018,15.202,15.388,15.581,15.78,15.989,16.207,16.435,16.677,16.934,17.199,17.481,17.776,18.083,18.394,18.723,19.055,19.398,19.754,20.121,20.496,20.872
2,0,0.01,0.044,0.12,0.233,0.373,0.525,0.674,0.81,0.929,1.032,1.12,1.195,1.264,1.333,1.411,1.502,1.614,1.748,1.908,2.09,2.29,2.506,2.727,2.963,3.195,3.424,3.647,3.855,4.063,4.26,4.447,4.621,4.782,4.932,5.071,5.2,5.323,5.44,5.558,5.68,5.813,5.946,6.097,6.262,6.443,6.651,6.871,7.11,7.367,7.642,7.921,8.239,8.556,8.881,9.213,9.55,9.868,10.166,10.473,10.773,11.064,11.345,11.631,11.886,12.141,12.392,12.621,12.847,13.064,13.277,13.481,13.679,13.871,14.057,14.239,14.418,14.595,14.77,14.949,15.131,15.317,15.51,15.711,15.922,16.143,16.377,16.623,16.88,17.149,17.423,17.713,18.012,18.319,18.64,18.975,19.315,19.665
2.5,0,0.004,0.021,0.06,0.126,0.216,0.324,0.443,0.564,0.68,0.791,0.892,0.979,1.056,1.122,1.182,1.24,1.301,1.367,1.444,1.533,1.637,1.756,1.888,2.037,2.197,2.366,2.543,2.721,2.908,3.097,3.287,3.475,3.658,3.836,4.007,4.168,4.32,4.46,4.59,4.71,4.827,4.93,5.04,5.14,5.24,5.351,5.461,5.577,5.702,5.836,5.98,6.142,6.315,6.502,6.704,6.917,7.117,7.333,7.567,7.817,8.083,8.348,8.683,8.983,9.267,9.533,9.783,10.033,10.267,10.5,10.733,10.95,11.167,11.383,11.583,11.783,11.983,12.168,12.36,12.53,12.724,12.896,13.06,13.23,13.386,13.55,13.7,13.86,14.02,14.18,14.341,14.503,14.664,14.826,14.988,15.15,15.311
3,0,0.002,0.011,0.033,0.072,0.13,0.204,0.292,0.389,0.489,0.591,0.691,0.783,0.867,0.942,1.009,1.069,1.123,1.174,1.225,1.279,1.338,1.404,1.479,1.563,1.658,1.763,1.878,2.001,2.135,2.277,2.428,2.584,2.745,2.909,3.074,3.239,3.401,3.56,3.72,3.86,3.988,4.11,4.23,4.35,4.46,4.566,4.665,4.761,4.853,4.945,5.04,5.132,5.229,5.332,5.44,5.55,5.663,5.8,5.93,6.088,6.25,6.435,6.588,6.775,6.963,7.163,7.375,7.588,7.788,8.013,8.238,8.48,8.706,8.938,9.163,9.4,9.62,9.826,10.049,10.27,10.482,10.69,10.9,11.09,11.282,11.46,11.64,11.815,11.98,12.15,12.294,12.475,12.656,12.838,13.019,13.2,13.381
3.5,0,0.001,0.006,0.019,0.043,0.081,0.132,0.196,0.27,0.331,0.438,0.527,0.615,0.699,0.777,0.849,0.915,0.974,1.028,1.078,1.125,1.171,1.217,1.266,1.319,1.377,1.441,1.512,1.59,1.677,1.772,1.876,1.988,2.108,2.235,2.369,2.507,2.649,2.78,2.92,3.065,3.217,3.35,3.485,3.62,3.74,3.862,3.977,4.087,4.192,4.295,4.39,4.478,4.566,4.651,4.735,4.82,4.91,5,5.09,5.18,5.28,5.378,5.49,5.61,5.72,5.85,5.98,6.11,6.25,6.4,6.56,6.74,6.9,7.08,7.27,7.46,7.65,7.878,8.081,8.29,8.495,8.704,8.91,9.12,9.329,9.53,9.73,9.93,10.13,10.32,10.495,10.695,10.895,11.095,11.295,11.495,11.695
4,0,0.004,0.012,0.027,0.053,0.088,0.134,0.19,0.254,0.29,0.325,0.401,0.478,0.566,0.632,0.705,0.773,0.836,0.895,0.949,0.998,1.044,1.087,1.129,1.171,1.213,1.258,1.306,1.358,1.414,1.477,1.545,1.621,1.703,1.793,1.89,1.993,2.103,2.215,2.335,2.405,2.581,2.69,2.82,2.94,3.08,3.207,3.33,3.449,3.565,3.678,3.78,3.891,3.991,4.087,4.178,4.27,4.36,4.445,4.525,4.6,4.675,4.75,4.83,4.915,5,5.09,5.18,5.28,5.38,5.49,5.6,5.71,5.84,5.96,6.08,6.21,6.34,6.489,6.644,6.8,6.973,7.145,7.32,7.5,7.686,7.878,8.07,8.255,8.44,8.63,8.823,9.008,9.193,9.378,9.563,9.748,9.933
5,0,0,0.002,0.005,0.012,0.025,0.043,0.067,0.099,0.137,0.183,0.234,0.29,0.349,0.411,0.474,0.536,0.597,0.657,0.715,0.77,0.821,0.869,0.914,0.956,0.995,1.033,1.069,1.105,1.14,1.176,1.213,1.251,1.292,1.337,1.384,1.436,1.493,1.55,1.62,1.69,1.766,1.84,1.925,2.012,2.1,2.206,2.304,2.406,2.509,2.615,2.722,2.828,2.935,3.041,3.146,3.24,3.34,3.435,3.53,3.625,3.72,3.812,3.905,3.99,4.075,4.155,4.235,4.31,4.38,4.45,4.52,4.585,4.65,4.715,4.788,4.86,4.935,5.01,5.09,5.175,5.26,5.351,5.44,5.54,5.65,5.755,5.87,5.933,6.118,6.25,6.378,6.489,6.602,6.713,6.825,6.937,7.049
6,0,0,0.001,0.003,0.006,0.013,0.023,0.037,0.055,0.079,0.107,0.141,0.179,0.222,0.268,0.316,0.367,0.419,0.472,0.524,0.577,0.627,0.677,0.724,0.769,0.813,0.853,0.892,0.929,0.964,0.998,1.03,1.061,1.092,1.123,1.154,1.186,1.219,1.25,1.285,1.327,1.373,1.42,1.47,1.52,1.575,1.635,1.698,1.746,1.835,1.909,1.99,2.067,2.15,2.237,2.325,2.41,2.49,2.58,2.67,2.77,2.865,2.965,3.07,3.17,3.27,3.355,3.44,3.52,3.6,3.68,3.755,3.825,3.9,3.97,4.035,4.105,4.175,4.244,4.31,4.374,4.441,4.505,4.567,4.63,4.702,4.768,4.84,4.91,4.982,5.055,5.136,5.206,5.275,5.345,5.414,5.484,5.553
